2023-01-06 21:51:49,613 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-01-06 21:51:49,644 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-01-06 21:51:49,644 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-01-06 21:51:49,644 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-01-06 21:51:49,644 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-01-06 21:51:49,644 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-01-06 21:51:49,644 INFO  SwAddin.cs: 201 - Setting up command manager
2023-01-06 21:51:49,644 INFO  SwAddin.cs: 204 - Adding command manager
2023-01-06 21:51:49,644 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-01-06 21:51:49,660 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-01-06 21:51:49,660 INFO  SwAddin.cs: 210 - Adding event handlers
2023-01-06 21:51:49,660 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-01-06 21:52:44,123 INFO  SwAddin.cs: 294 - Assembly export called for file Robot_Arm_Right
2023-01-06 21:52:44,123 INFO  SwAddin.cs: 299 - Save is required
2023-01-06 21:52:44,123 INFO  SwAddin.cs: 313 - Saving assembly
2023-01-06 21:52:44,746 INFO  SwAddin.cs: 316 - Opening property manager
2023-01-06 21:52:44,751 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Robot_Arm_Right
2023-01-06 21:52:44,751 INFO  ExportHelperExtension.cs: 1136 - Found 58 in Robot_Arm_Right
2023-01-06 21:52:44,751 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in Robot_Arm_Right
2023-01-06 21:52:44,751 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-06 21:52:44,751 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-01-06 21:52:44,751 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Robot_Hand_Right-1
2023-01-06 21:52:44,767 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Robot_Hand_Right-1
2023-01-06 21:52:44,767 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Robot_Hand_Right-1
2023-01-06 21:52:44,767 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hand_joint_connector-3
2023-01-06 21:52:44,767 INFO  ExportHelperExtension.cs: 1136 - Found 30 in hand_joint_connector-3
2023-01-06 21:52:44,767 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hand_joint_connector-3
2023-01-06 21:52:44,767 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm_lower-1
2023-01-06 21:52:44,767 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Arm_lower-1
